name,mac address,encryption,lat,lon
BELL934,00:37:B7:ED:8B:C6,WPA+AES-CCM WPA+PSK,-169.146976,-145.114965
BELL487,00:37:B7:EF:5C:7E,WPA+AES-CCM WPA+PSK,-169.151480,-73.534187
BELL423,00:37:B7:F0:A6:CE,WPA+AES-CCM WPA+PSK,-152.619628,-172.658455
Berrimont,00:37:B7:F0:F1:3E,WPA+AES-CCM WPA+PSK,,
R,Slim,00:37:B7:F2:1F:DE,WPA+AES-CCM WPA+PSK,-169.250932,-127.262851
CHAUSSURES,00:37:B7:F2:21:2E,WPA+AES-CCM WPA+PSK,-97.666525,-73.573735
BELL476,00:37:B7:F4:A3:0C,WPA+AES-CCM WPA+PSK,-169.151620,-145.117037
BELL602,00:37:B7:F4:E5:F4,WPA+AES-CCM WPA+PSK,-138.458986,-134.903781
HM=STORE,00:37:B7:F5:59:14,WPA+AES-CCM WPA+PSK,-97.667830,-73.575111
None,00:3A:7D:0E:13:76,WPA+AES-CCM WPA+PSK WPA+TKIP,45.496540,-73.576683
AlcoaGuest,00:3A:7D:0E:13:77,None,45.496540,-73.576683
Succ-GS,00:90:7F:AD:6D:05,WPA+AES-CCM WPA+PSK WPA+TKIP,-178.586690,-166.943111
Night Vale,00:90:A9:0A:7F:31,WPA+AES-CCM WPA+PSK,-169.145481,-73.538200
nR-9d761db8,00:C0:CA:64:6E:1E,WPA+AES-CCM WPA+PSK,,
ConcordiaUniversity,00:F2:8B:96:C9:D0,WPA+AES-CCM,-169.251720,-73.576473
ConcordiaUniversity,00:F2:8B:9E:ED:70,WPA+AES-CCM,-169.251729,-73.576485
eduroam,00:F2:8B:9E:ED:71,WPA+AES-CCM,-169.251729,-73.576485
ConcordiaUniversity,00:F2:8B:AA:3B:60,WPA+AES-CCM,45.496227,-73.576942
eduroam,00:F2:8B:AA:3B:61,WPA+AES-CCM,-169.252082,-73.576900
ConcordiaUniversity,00:F2:8B:AB:66:80,WPA+AES-CCM,-97.668914,-73.576431
ConcordiaGuest,00:F2:8B:AB:66:82,None,45.496662,-73.576431
ConcordiaUniversity,00:F2:8B:BE:81:50,WPA+AES-CCM,-169.251649,-73.576401
eduroam,00:F2:8B:BE:81:51,WPA+AES-CCM,45.496716,-73.576401
ConcordiaGuest,00:F2:8B:BE:81:52,None,-169.251649,-73.576401
DIRECT-21SCX-3400,02:15:99:D5:D9:7B,WPA+AES-CCM WPA+PSK,-169.252178,-145.160220
None,02:18:4A:A2:19:01,None,-169.249143,-73.573616
Sdata,02:18:4A:A2:19:06,WPA+AES-CCM WPA+AES-CCM WPA+PSK WPA+PSK WPA+TKIP WPA+TKIP,-97.666379,-73.573618
HPCM1415-148163,02:21:61:85:AD:84,None,-156.617323,-174.632223
LCK,02:22:B0:9C:E2:7A,WPA+PSK WPA+TKIP,-169.248025,-171.187387
HPE710n.809D24,02:23:D3:16:8F:15,None,,
LCK-1,02:26:5A:4C:17:39,WPA+PSK WPA+TKIP,-145.387096,-169.018211
HPN911a.C4D63B,02:2B:4B:C1:BE:C0,None,,
HP02C626,02:2B:6B:C1:AB:BC,None,-169.250355,-171.187866
HPEFA3AC,02:2B:7B:FF:8C:F9,None,-156.618113,-174.633028
HPD110a.5922F8,02:2E:8E:18:D1:17,None,-126.302172,-159.476050
HP4F8DD9,02:2F:7F:56:CB:51,None,-149.729183,-151.666875
teoreso,02:30:44:1B:CE:87,None,45.496139,-73.577042
teoreso,02:30:44:1B:CE:B7,None,,
SurprisePizza,02:37:B7:EF:5C:7E,WPA+AES-CCM WPA+PSK,-169.151445,-127.221274
marie helene,02:37:B7:F4:E5:F4,WPA+AES-CCM WPA+PSK,-149.614761,-151.637376
VANHOUTTE,02:65:A3:AE:71:0E,WPA+AES-CCM WPA+PSK,-178.589133,-179.395472
None,02:65:A3:B0:B0:D6,WPA+AES-CCM WPA+PSK,-169.138116,-73.545212
GBA-GUEST,02:82:61:F7:FB:E6,WPA+AES-CCM WPA+PSK,-179.013019,-171.189428
basha,02:82:61:F8:0F:5E,WPA+AES-CCM WPA+PSK,-176.177002,-170.557341
SAAP,02:90:7F:B1:EC:23,WPA+AES-CCM WPA+PSK,45.496574,-73.576622
61A-guest,02:AA:4B:F0:57:37,None,-177.732439,-176.613622
IBWireless,02:BD:18:AA:43:9B,WPA+AES-CCM WPA+PSK,-169.252440,-175.300197
None,02:BD:18:AA:F6:44,WPA+AES-CCM WPA+PSK,-169.149069,-159.432680
Lab,02:BD:18:AA:F6:45,WPA+AES-CCM WPA+PSK,-169.149146,-174.591414
NUTS,02:BD:18:AA:F6:46,WPA+AES-CCM WPA+PSK,-169.149146,-163.011847
dlink-64F4-EXT,02:BE:F5:00:23:3D,WPA+AES-CCM WPA+PSK,-149.728330,-151.666019
sdw-9d761db8,02:C0:CA:64:6E:1F,WPA+AES-CCM WPA+PSK,,
print server 2826BC,02:EB:52:14:0E:16,None,-169.252506,-73.577362
BELL288-V,02:F2:01:F8:DD:7F,WPA+AES-CCM WPA+PSK,-169.137344,-73.547047
Billard1,02:F2:01:FB:34:6F,WPA+AES-CCM WPA+PSK,-169.138817,-127.230737
jovaco,04:18:D6:04:C7:FB,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.144947,-145.140942
Apple Store,04:62:73:05:CF:30,None,-97.668041,-73.575549
None,04:62:73:05:CF:31,WPA+AES-CCM WPA+PSK,-97.668018,-73.575500
None,04:62:73:05:CF:33,WPA+AES-CCM,-169.250806,-73.575500
None,04:62:73:05:CF:39,WPA+AES-CCM WPA+PSK,45.497490,-73.575645
None,04:62:73:06:F1:61,WPA+AES-CCM WPA+PSK,45.497558,-73.575500
None,04:62:73:06:F1:63,WPA+AES-CCM,45.497558,-73.575500
None,04:62:73:06:F1:69,WPA+AES-CCM WPA+PSK,45.497558,-73.575500
carrytel30,04:8D:38:D1:E7:30,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.149469,-165.568591
J7COMM-MERAKI,04:A1:51:15:DB:63,WPA+AES-CCM WPA+PSK,-169.251747,-73.577467
SHED-2.4GHZ,04:A1:51:17:4A:84,WPA+AES-CCM WPA+PSK,-169.249953,-73.574442
NETGEAR04,04:A1:51:2E:5B:BB,WPA+AES-CCM WPA+PSK,45.603340,-73.531128
NETGEAR10,04:A1:51:A1:86:C5,WPA+AES-CCM WPA+PSK,-169.147720,-145.115363
GOODFELLAS_2.4,04:A1:51:E2:EF:5E,WPA+AES-CCM WPA+PSK,-138.463071,-134.894315
Starbucks WiFi,04:BD:88:C4:7A:40,None,-156.618636,-174.633727
None,04:BD:88:C4:7A:41,WPA+AES-CCM,-138.572572,-134.932391
robert a,04:BF:6D:55:74:C0,WPA+AES-CCM WPA+PSK,-138.467701,-134.888334
VIDEOTRON2744,04:BF:6D:55:B1:58,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.251925,-145.160272
VIDEOTRON4171,04:BF:6D:55:C7:A4,WPA+AES-CCM WPA+PSK,-169.137115,-73.547535
VIDEOTRON4486,04:BF:6D:55:CC:90,WPA+AES-CCM WPA+PSK WPA+TKIP,-179.910716,-179.515836
VIDEOTRON5123,04:BF:6D:55:D6:84,WPA+AES-CCM WPA+PSK,-178.481803,-166.927063
VIDEOTRON5126,04:BF:6D:55:D6:90,WPA+AES-CCM WPA+PSK WPA+TKIP,-149.629283,-151.625415
VIDEOTRON6278,04:BF:6D:55:E8:90,WPA+AES-CCM WPA+PSK,-145.286856,-168.976260
VIDEOTRON1950,04:BF:6D:56:17:00,WPA+AES-CCM WPA+PSK,-149.620897,-151.621416
VIDEOTRON5293,04:BF:6D:56:4B:3C,WPA+AES-CCM WPA+PSK,-126.196321,-159.430982
VIDEOTRON5390,04:BF:6D:56:4C:C0,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.560927,-73.530472
VIDEOTRON8874,04:BF:6D:56:83:30,WPA+AES-CCM WPA+PSK,-179.375640,-175.794734
VIDEOTRON9053,04:BF:6D:56:85:FC,WPA+AES-CCM WPA+PSK WPA+TKIP,-152.623283,-172.649426
VIDEOTRON9092,04:BF:6D:56:86:98,WPA+AES-CCM WPA+PSK WPA+TKIP,45.610455,-73.545677
VIDEOTRON1193,04:BF:6D:56:A3:94,WPA+AES-CCM WPA+PSK,-169.148241,-73.532883
VIDEOTRON1756,04:BF:6D:56:AC:60,WPA+AES-CCM WPA+PSK,45.499298,-73.573547
VIDEOTRON4933,04:BF:6D:56:DE:04,WPA+AES-CCM WPA+PSK WPA+TKIP,-178.723625,-177.790211
VIDEOTRON1102,04:BF:6D:57:13:B0,WPA+AES-CCM WPA+PSK WPA+TKIP,,
VIDEOTRON1907,04:BF:6D:57:20:44,WPA+AES-CCM WPA+PSK,-169.146325,-73.535715
VIDEOTRON1494,04:BF:6D:57:7D:D0,WPA+AES-CCM WPA+PSK,-138.467782,-134.888378
VIDEOTRON1997,04:BF:6D:57:85:AC,WPA+AES-CCM WPA+PSK WPA+TKIP,-177.098393,-179.607532
VIDEOTRON5530,04:BF:6D:57:BC:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.138030,-159.444749
VIDEOTRON0032,04:BF:6D:58:38:F8,WPA+AES-CCM WPA+PSK,-97.557594,-73.539993
VIDEOTRON5581,04:BF:6D:58:8F:AC,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.140045,-127.227828
VIDEOTRON0528,04:BF:6D:58:98:38,WPA+AES-CCM WPA+PSK,45.605900,-73.534607
VIDEOTRON0124,04:BF:6D:58:B4:E8,WPA+AES-CCM WPA+PSK,-169.142244,-73.535240
VIDEOTRON0395,04:BF:6D:58:B9:24,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.140188,-159.439769
VIDEOTRON3672,04:BF:6D:58:EC:58,WPA+AES-CCM WPA+PSK,45.496097,-73.576981
VIDEOTRON0390,04:BF:6D:58:FF:10,WPA+AES-CCM WPA+PSK,-169.141354,-154.068419
VIDEOTRON3655,04:BF:6D:59:32:14,WPA+AES-CCM WPA+PSK WPA+TKIP,-152.622468,-172.651902
VIDEOTRON3006,04:BF:6D:59:46:DC,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250379,-73.575111
VIDEOTRON5143,04:BF:6D:59:68:40,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.252413,-73.577282
VIDEOTRON0674,04:BF:6D:59:A6:00,WPA+AES-CCM WPA+PSK,-97.667715,-73.575012
VIDEOTRON0849,04:BF:6D:59:A8:BC,WPA+AES-CCM WPA+PSK WPA+TKIP,45.609264,-73.542915
VIDEOTRON1006,04:BF:6D:59:AB:30,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.200688,-159.433436
VIDEOTRON2321,04:BF:6D:59:BF:BC,WPA+AES-CCM WPA+PSK,-169.146223,-159.435486
VIDEOTRON5597,04:BF:6D:59:F2:EC,WPA+AES-CCM WPA+PSK WPA+TKIP,-179.370901,-175.820093
VIDEOTRON5896,04:BF:6D:59:F7:98,WPA+AES-CCM WPA+PSK,-126.302043,-159.475808
VIDEOTRON6373,04:BF:6D:59:FF:0C,WPA+AES-CCM WPA+PSK,45.496620,-73.576515
VIDEOTRON6641,04:BF:6D:5A:03:3C,WPA+AES-CCM WPA+PSK,-97.561107,-73.558800
Limoche1,04:BF:6D:5A:1E:48,WPA+AES-CCM WPA+PSK,-97.667672,-73.575043
VIDEOTRON1209,04:BF:6D:5A:4A:9C,WPA+AES-CCM WPA+PSK WPA+TKIP,-176.547581,-177.206186
VIDEOTRON1221,04:BF:6D:5A:4A:CC,WPA+AES-CCM WPA+PSK,-97.563419,-73.531743
VIDEOTRON2230,04:BF:6D:5A:74:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.562894,-73.531474
VIDEOTRON0993,04:BF:6D:5A:98:8C,WPA+AES-CCM WPA+PSK,-152.620393,-172.656664
VIDEOTRON2394,04:BF:6D:5A:AE:70,WPA+AES-CCM WPA+PSK,-177.732289,-176.614143
VIDEOTRON0494,04:BF:6D:5A:F4:C8,WPA+AES-CCM WPA+PSK WPA+TKIP,-177.733677,-176.609938
SHABRI1546 ,04:BF:6D:5B:05:38,WPA+AES-CCM WPA+PSK,-169.250676,-169.018987
VIDEOTRON1582,04:BF:6D:5B:05:C8,WPA+AES-CCM WPA+PSK,45.497837,-73.574997
VIDEOTRON1611,04:BF:6D:5B:06:3C,WPA+AES-CCM WPA+PSK,-169.145170,-73.531196
ti lou 2.4,04:BF:6D:5B:41:58,WPA+AES-CCM WPA+PSK,-169.145800,-159.436779
VIDEOTRON6578,04:BF:6D:5B:53:D8,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498047,-73.575096
adamsilk,04:BF:6D:5B:77:D0,WPA+AES-CCM WPA+PSK,-138.467245,-134.894611
VIDEOTRON9034,04:BF:6D:5B:7A:38,WPA+AES-CCM WPA+PSK WPA+TKIP,45.611401,-73.547844
VIDEOTRON9893,04:BF:6D:5B:87:A4,WPA+AES-CCM WPA+PSK,-169.149740,-73.533745
Ultimu Rectu,04:BF:6D:5B:B8:D0,WPA+AES-CCM WPA+PSK,-169.149456,-145.116355
VIDEOTRON4286,04:BF:6D:5B:DA:08,WPA+AES-CCM WPA+PSK,45.496620,-73.576515
VIDEOTRON9249,04:BF:6D:5B:FF:E4,WPA+AES-CCM WPA+PSK,-126.300746,-159.474410
VIDEOTRON4961,04:BF:6D:5C:59:24,WPA+AES-CCM WPA+PSK,-145.276443,-168.990689
G4B01g88,04:BF:6D:5C:59:50,WPA+AES-CCM WPA+PSK,45.600986,-73.532387
VIDEOTRON1113,04:BF:6D:5C:70:74,WPA+AES-CCM WPA+PSK WPA+TKIP,45.497711,-73.575165
VIDEOTRON3707,04:BF:6D:5C:98:FC,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.144981,-73.539345
VIDEOTRON1347,04:BF:6D:5D:21:3C,WPA+AES-CCM WPA+PSK,-149.623620,-151.626583
None,06:18:0A:22:5A:1E,None,-169.249304,-145.156540
None,06:18:0A:79:F9:AA,WPA+AES-CCM WPA+PSK WPA+TKIP,-154.933081,-159.473518
Bofiq,06:18:0A:D4:2F:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250917,-73.575729
Bofiq,06:18:0A:D4:D0:80,WPA+AES-CCM WPA+PSK WPA+TKIP,-176.656094,-177.247384
Extreme Guest,06:25:BC:88:5D:2B,WPA+AES-CCM WPA+PSK WPA+TKIP,45.609543,-73.543625
dstaff,06:27:22:FF:15:57,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.248852,-165.608727
BELL112-V,06:64:D9:2F:0B:5C,WPA+AES-CCM WPA+PSK,-177.735661,-176.616807
BELL561-V,06:8A:AE:68:B1:CE,WPA+AES-CCM WPA+PSK,-138.468829,-134.888956
Il Panino (FREE/GRATUIT),06:A1:51:15:DB:64,None,-179.303971,-179.580943
OfficeGuest,06:A4:23:91:01:2E,WPA+AES-CCM WPA+PSK,-174.757326,-172.690261
BELL322-V,06:E9:DD:47:57:C2,WEP,45.599789,-73.533073
BELL261-V,06:E9:DD:4B:98:86,WPA+AES-CCM WPA+PSK,-169.146254,-145.118804
None,08:05:81:01:C3:27,WPA+AES-CCM WPA+PSK,-169.145730,-73.531498
None,08:05:81:01:DE:3F,WPA+AES-CCM WPA+PSK,-169.143570,-145.113625
None,08:05:81:03:2C:93,WPA+AES-CCM WPA+PSK,-169.144803,-73.531006
DenRoy,08:10:74:DA:B4:34,WPA+PSK WPA+TKIP,-169.144881,-73.558197
HP-Print-FC-LaserJet 1102,08:3E:8E:01:92:FC,None,-169.140382,-73.539993
ronsco,08:5B:0E:5F:FB:78,WPA+AES-CCM WPA+PSK,-169.252443,-73.577400
ronsco,08:5B:0E:5F:FB:88,WPA+AES-CCM WPA+PSK,-169.252532,-73.577347
MAC_WiFi,08:5B:0E:68:1A:7E,None,-178.587604,-176.281055
MAC_WiFi,08:5B:0E:68:57:4E,None,-179.476821,-175.836431
TDLTablet,08:5B:0E:E0:85:8A,WPA+AES-CCM WPA+PSK,,
TDLTablet,08:5B:0E:E0:88:1A,WPA+AES-CCM WPA+PSK,-169.248025,-73.574493
ASUS,08:60:6E:C0:E2:18,WPA+AES-CCM WPA+PSK WPA+TKIP,-149.620977,-151.621157
Basica,08:86:3B:06:60:12,WPA+AES-CCM WPA+PSK,45.596504,-73.535103
AirCard-CCF0,08:BD:43:30:CC:F0,WPA+AES-CCM WPA+PSK,-169.151243,-73.534428
None,08:BD:43:BE:07:74,WPA+AES-CCM WPA+PSK,,
piairTest,08:D0:9F:8F:C8:90,WPA+AES-CCM WPA+PSK,45.496471,-73.576790
VER-V,0A:18:0A:7F:DB:50,WPA+AES-CCM WPA+PSK,-154.933349,-159.473774
STATION,0A:18:0A:D4:2F:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250911,-73.575710
STATION,0A:18:0A:D4:D0:80,WPA+AES-CCM WPA+PSK WPA+TKIP,-177.840861,-176.654929
jovacoguest,0A:18:D6:04:C7:FB,WPA+AES-CCM WPA+PSK,45.603443,-73.558144
YouvilleCC,0A:18:D6:A9:6B:00,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249559,-167.526526
WIFIConference,0A:18:D6:C7:35:27,WPA+AES-CCM WPA+PSK,45.605453,-73.553307
Deville Guest,0A:27:22:FF:15:57,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.387610,-169.017707
spyware.guests,0A:86:3B:8C:2B:7B,WPA+AES-CCM WPA+PSK WPA+TKIP,45.612617,-73.550621
costarica3,0A:A6:C6:7E:42:CE,WPA+AES-CCM WPA+PSK,-126.194992,-159.458277
PLUS!,0C:51:01:E8:B1:0A,WPA+AES-CCM WPA+PSK,45.497436,-73.575752
ConcordiaUniversity,0C:68:03:AE:1E:20,WPA+AES-CCM,-173.821323,-174.098041
eduroam,0C:68:03:AE:1E:21,WPA+AES-CCM,-179.478513,-175.838615
ConcordiaGuest,0C:68:03:AE:1E:22,None,-169.252127,-165.612498
None,0C:68:03:E4:C1:F0,WPA+AES-CCM WPA+PSK,-174.754394,-172.689123
None,0C:68:03:E4:E0:60,WPA+AES-CCM WPA+PSK,-178.121925,-176.511726
piairTest,0C:85:25:33:BC:50,WPA+AES-CCM WPA+PSK,-145.290897,-168.978756
piair01,0C:85:25:33:BC:51,WPA+AES-CCM,-169.151842,-159.434423
piair04,0C:85:25:33:BC:52,WPA+AES-CCM WPA+PSK,45.596508,-73.535103
piair05,0C:85:25:33:BC:53,WPA+AES-CCM WPA+PSK,-145.290918,-168.978807
SLI-Net,0C:85:25:AB:85:60,WPA+AES-CCM,-126.298352,-159.473839
SLI-Visitors,0C:85:25:AB:85:61,WPA+AES-CCM WPA+PSK,-177.837960,-176.653709
SLI-Mobile,0C:85:25:AB:85:63,WPA+AES-CCM WPA+PSK,-138.569687,-134.931169
SUMMER-13ee84,0C:C8:1F:13:EE:84,None,-138.468341,-134.888679
Ver-I,0E:18:0A:7F:DB:50,WPA+AES-CCM WPA+PSK,-169.249970,-159.473861
WIFI PERICENTRE,0E:18:0A:D4:2F:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250930,-73.575737
WIFI PERICENTRE,0E:18:0A:D4:D0:80,WPA+AES-CCM WPA+PSK WPA+TKIP,-177.204609,-169.019481
WIFIDirection,0E:18:D6:C7:35:27,WPA+AES-CCM WPA+PSK,45.605450,-73.554321
ConcordiaUniversity,10:05:CA:BA:29:60,WPA+AES-CCM,-176.657405,-177.249068
eduroam,10:05:CA:BA:29:61,WPA+AES-CCM,-169.252224,-145.160260
ConcordiaGuest,10:05:CA:BA:29:62,None,-169.251777,-159.476761
Ernest20WiFi,10:0D:7F:5D:3D:C0,WPA+AES-CCM WPA+PSK,-157.946861,-163.994411
River,10:0D:7F:63:AA:9A,WPA+AES-CCM WPA+PSK,45.601158,-73.532318
None,10:BF:48:E5:BF:68,WPA+AES-CCM WPA+PSK,-176.960696,-178.956742
Action Refugies Montreal 2G,10:C3:7B:41:FA:78,WPA+AES-CCM WPA+PSK,-157.949513,-163.997252
ARM Guest,10:C3:7B:41:FA:79,WPA+AES-CCM WPA+PSK,-169.252027,-159.476214
ASCQ-2.4Ghz,10:FE:ED:88:7F:52,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.251888,-73.576771
Network-10feeda8352a,10:FE:ED:A8:35:2A,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.151880,-73.535118
8024,10:FE:ED:B1:05:40,WPA+AES-CCM WPA+PSK,-179.889268,-177.330130
TP-LINK_CDB1D4,10:FE:ED:CD:B1:D4,WPA+AES-CCM WPA+PSK,-97.563709,-73.535164
None,12:18:0A:81:A7:02,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498135,-73.574883
GAV Internal,12:18:0A:D4:2F:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250921,-73.575733
GAV Internal,12:18:0A:D4:D0:80,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.250889,-159.475018
WIFIPublic,12:18:D6:C7:34:0C,WPA+AES-CCM WPA+PSK,-156.510659,-174.611870
WIFIPublic,12:18:D6:C7:35:27,WPA+AES-CCM WPA+PSK,45.605457,-73.554970
HP-Print-c4-LaserJet 200,14:2D:27:29:1B:C4,None,,
HP-Print-BB-LaserJet Pro MFP,14:2D:27:53:C8:BB,None,-169.250931,-169.019476
Canelle,14:91:82:34:0B:33,WPA+AES-CCM WPA+PSK WPA+TKIP,45.606884,-73.558533
Chez,14:91:82:36:83:EE,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146277,-165.570938
PL,14:91:82:37:23:6E,WPA+AES-CCM WPA+PSK,-169.147236,-127.219415
Linksys00349,14:91:82:B8:D6:66,WPA+AES-CCM WPA+PSK,-145.391284,-169.020778
Linksys07779,14:91:82:C4:2C:6F,WPA+AES-CCM WPA+PSK,45.604435,-73.541908
wlnsam,14:91:82:C4:57:C3,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249206,-127.260790
None,14:CC:20:47:BB:08,WPA+AES-CCM WPA+PSK WPA+TKIP,-179.475417,-175.834941
TPLINK2,14:CC:20:FB:F4:AA,WPA+AES-CCM WPA+PSK WPA+TKIP,-178.767299,-178.238018
Chez-guest,16:91:82:34:83:EE,None,-149.623707,-151.626195
Aro-360D Concordia,16:CC:20:69:F9:AA,WPA+AES-CCM WPA+PSK,,
Aloosh,18:1E:78:01:58:1E,WPA+AES-CCM WPA+PSK,45.496139,-73.577042
BELL964,18:1E:78:01:8E:86,WPA+AES-CCM WPA+PSK,-169.149499,-159.432938
MR. Gao,18:1E:78:01:E9:A6,WPA+AES-CCM WPA+PSK,,
wolverine77,18:1E:78:02:BC:F6,WPA+PSK WPA+TKIP,45.605072,-73.558708
maclcm01,18:1E:78:02:DE:DE,WPA+AES-CCM WPA+PSK WPA+TKIP,,
BELL181,18:1E:78:03:81:F6,WPA+AES-CCM WPA+PSK,-169.138814,-159.442999
BELL224,18:1E:78:04:C3:5E,WPA+AES-CCM WPA+PSK,-169.137338,-127.234151
BELL319,18:1E:78:07:E7:36,WPA+AES-CCM WPA+PSK,-169.251569,-171.189228
BELL655,18:1E:78:08:0C:56,WPA+AES-CCM WPA+PSK,-126.193478,-159.431510
BELL654,18:1E:78:08:82:2E,WPA+AES-CCM WPA+PSK,-179.878540,-170.175145
SML Montreal,18:1E:78:0A:A7:7E,WPA+AES-CCM WPA+PSK,-177.201669,-178.562583
BELL024,18:1E:78:0A:AC:46,WPA+AES-CCM WPA+PSK,45.497589,-73.575409
BELL479,18:1E:78:0B:89:0E,WPA+AES-CCM WPA+PSK,,
None,18:33:9D:3E:85:B2,WPA+AES-CCM,45.497665,-73.575249
BELL999,18:62:2C:D6:6E:02,WPA+AES-CCM WPA+PSK,45.602577,-73.537460
BELL397,18:62:2C:D7:ED:EA,WPA+AES-CCM WPA+PSK,45.601868,-73.535164
BELL129,18:62:2C:D8:B3:2A,WPA+AES-CCM WPA+PSK,45.604382,-73.558685
Altima-12948,18:62:2C:DA:0E:EA,WPA+AES-CCM WPA+PSK WPA+TKIP,45.602081,-73.535828
SHAMMAH,18:62:2C:DA:D5:D2,WPA+AES-CCM WPA+PSK,45.604534,-73.530487
BELL518,18:62:2C:DE:29:0A,WPA+AES-CCM WPA+PSK,45.599789,-73.533073
maison ,18:62:2C:DF:FD:CF,WPA+AES-CCM WPA+PSK,-126.195481,-159.438300
BELL484,18:62:2C:E1:05:DB,WPA+AES-CCM WPA+PSK,45.604412,-73.558701
TransatTelecom975,18:62:2C:E1:15:AB,WPA+AES-CCM WPA+PSK,-169.143279,-154.062393
BMOguest,18:64:72:BC:44:00,None,-179.725125,-178.329465
Bdevice,18:64:72:BC:44:01,WPA+AES-CCM WPA+PSK,-145.388564,-169.017825
Bmobile,18:64:72:BC:44:02,WPA+AES-CCM,-126.299912,-159.473513
BravoTelecom_14557,18:A6:F7:3A:03:AC,WPA+AES-CCM WPA+PSK,-97.566482,-73.533468
TP-LINK_12B4,18:A6:F7:3A:12:B4,WPA+AES-CCM WPA+PSK,-175.387697,-177.883769
YafusHome,18:A6:F7:45:8E:C4,WPA+AES-CCM WPA+PSK,,
BravoTelecom_12263,18:A6:F7:9B:63:FA,WPA+AES-CCM WPA+PSK,-169.148942,-73.533279
CSDM,18:B1:69:1C:CF:36,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.568855,-73.534917
HP-Print-52-LaserJet M1217,18:F4:6A:44:EE:52,None,45.497471,-73.575706
None,1A:18:0A:04:8E:34,WPA+AES-CCM WPA+PSK WPA+TKIP,45.497448,-73.575729
REOL3,1C:1D:86:9E:FD:D0,WPA+AES-CCM,-173.819536,-174.095539
REOL4,1C:1D:86:9E:FD:D1,WEP,-179.476449,-175.836085
M Club,1C:5F:2B:45:CE:F0,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498157,-73.574860
SPI69,1C:7E:E5:2E:D0:96,WPA+PSK WPA+TKIP,-169.139242,-73.542603
VIDEOTRON4201,1C:7E:E5:35:80:22,WPA+AES-CCM WPA+PSK,45.600235,-73.532822
jsegura,1C:7E:E5:37:91:9E,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.138204,-73.544983
Ludozzplace,1C:7E:E5:37:95:64,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.189951,-159.441134
Tabarnac69,1C:7E:E5:37:A1:C6,WPA+PSK WPA+TKIP,-126.191882,-159.436677
nirvana,1C:7E:E5:37:DD:12,WEP,-169.139161,-127.229877
VIDEOTRON3676,1C:7E:E5:3A:F0:00,WPA+AES-CCM WPA+PSK,-169.143303,-73.531643
VIDEOTRON1311,1C:7E:E5:3B:05:F9,WPA+AES-CCM WPA+PSK,-169.150156,-145.116758
dlink,1C:7E:E5:45:5A:3B,WPA+PSK WPA+TKIP,-138.467846,-134.893025
VIDEOTRON9840,1C:7E:E5:F6:DA:EC,WPA+AES-CCM WPA+PSK,-169.150056,-73.533928
VIDEOTRON2894,1C:7E:E5:F7:A4:2E,WPA+AES-CCM WPA+PSK,-169.144798,-73.558994
VIDEOTRON5276,1C:7E:E5:F8:94:D3,WPA+AES-CCM WPA+PSK,-97.555607,-73.544517
VIDEOTRON4485,1C:7E:E5:F8:B2:7F,WPA+AES-CCM WPA+PSK,45.609264,-73.542915
OCCNetworkV,1C:7E:E5:F9:0D:F6,WPA+AES-CCM WPA+PSK,-169.249233,-73.573666
VIDEOTRON2547,1C:7E:E5:F9:3E:83,WPA+AES-CCM WPA+PSK,45.602589,-73.531517
VIDEOTRON8544,1C:7E:E5:F9:51:6A,WPA+AES-CCM WPA+PSK,-126.198897,-159.432384
VIDEOTRON2492,1C:7E:E5:F9:74:2F,WPA+AES-CCM WPA+PSK,-169.145730,-73.531498
